filename,gpt_status,qwen_status,gpt_vs_qwen__invoice_no,gpt_vs_qwen__date_of_issue,gpt_vs_qwen__seller_name,gpt_vs_qwen__seller_address,gpt_vs_qwen__seller_tax_id,gpt_vs_qwen__seller_gstin,gpt_vs_qwen__client_name,gpt_vs_qwen__client_address,gpt_vs_qwen__client_tax_id,gpt_vs_qwen__vat_pct,gpt_vs_qwen__net_worth,gpt_vs_qwen__vat_amount,gpt_vs_qwen__gross_worth,gpt_vs_qwen__total_net_worth,gpt_vs_qwen__total_vat,gpt_vs_qwen__total_gross_worth,gpt_vs_qwen__item_count_match,gpt_vs_qwen__item_field_match_rate,gpt_vs_qwen__scalar_match_rate,gpt_vs_gt__invoice_no,gpt_vs_gt__date_of_issue,gpt_vs_gt__seller_name,gpt_vs_gt__seller_address,gpt_vs_gt__seller_tax_id,gpt_vs_gt__seller_gstin,gpt_vs_gt__client_name,gpt_vs_gt__client_address,gpt_vs_gt__client_tax_id,gpt_vs_gt__vat_pct,gpt_vs_gt__net_worth,gpt_vs_gt__vat_amount,gpt_vs_gt__gross_worth,gpt_vs_gt__total_net_worth,gpt_vs_gt__total_vat,gpt_vs_gt__total_gross_worth,gpt_vs_gt__item_count_match,gpt_vs_gt__item_field_match_rate,gpt_vs_gt__scalar_match_rate,qwen_vs_gt__invoice_no,qwen_vs_gt__date_of_issue,qwen_vs_gt__seller_name,qwen_vs_gt__seller_address,qwen_vs_gt__seller_tax_id,qwen_vs_gt__seller_gstin,qwen_vs_gt__client_name,qwen_vs_gt__client_address,qwen_vs_gt__client_tax_id,qwen_vs_gt__vat_pct,qwen_vs_gt__net_worth,qwen_vs_gt__vat_amount,qwen_vs_gt__gross_worth,qwen_vs_gt__total_net_worth,qwen_vs_gt__total_vat,qwen_vs_gt__total_gross_worth,qwen_vs_gt__item_count_match,qwen_vs_gt__item_field_match_rate,qwen_vs_gt__scalar_match_rate
invoice_51109381.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.8125
invoice_51109382.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6875,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6875,0.75
invoice_51109383.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6607142857142857,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6607142857142857,0.8125
invoice_51109384.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,0.75,0.75,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6785714285714286,0.8125,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,True,0.625,0.6875
invoice_51109385.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6875,0.75
invoice_51109386.pdf,ok,ok,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,0.8125,0.6875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.65625,0.8125,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,0.65625,0.6875
invoice_51109387.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,1.0,0.8125,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.625,0.75,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.6875
invoice_51109388.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.8125
invoice_51109389.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.75
invoice_51109390.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,0.71875,0.875,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109391.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,0.9375,0.75,True,True,True,False,True,True,True,False,True,False,False,False,True,False,False,True,True,0.75,0.5625,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,0.6875,0.6875
invoice_51109392.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,0.875,0.6875,True,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True,True,0.71875,0.6875,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,0.71875,0.5
invoice_51109393.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,1.0,0.875,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,0.75,0.75,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,0.75,0.75
invoice_51109394.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6875,0.75,True,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6875,0.6875
invoice_51109395.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6875,0.75,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.6041666666666666,0.75
invoice_51109396.pdf,ok,ok,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,0.75,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6875,0.8125,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,0.625,0.75
invoice_51109397.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.7321428571428571,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.6964285714285714,0.8125,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.5892857142857143,0.8125
invoice_51109398.pdf,ok,ok,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.8125,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.75,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,0.625,0.8125
invoice_51109399.pdf,ok,ok,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.875,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,0.7083333333333334,0.875,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.7083333333333334,0.8125
invoice_51109400.pdf,ok,ok,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,0.875,0.75,True,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.75,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,True,True,0.75,0.6875
